zona,subzona,distrito,provincia,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,presunta_motivacion,presun_motiva_observada,edad,sexo,etnia,estado_civil,nacionalidad,discapacidad,dia_semana,es_fin_semana,hora,franja_horaria,y
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.16014,-79.84063,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,13,TARDE,ARMA_FUEGO
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.35895,-79.388,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),46,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,14,TARDE,OTRAS
ZONA 4,MANABI,24 DE MAYO,MANABI,SANTA ANA,-1.20932,-80.35622,URBANO,PRESIDENCIA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,57,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,23,NOCHE,ARMA_BLANCA
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.00451,-79.19315,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,12,TARDE,OTRAS
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.2701155,-79.8883978,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),22,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,2,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.098792,-79.95426999999998,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,26,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,21,NOCHE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.77763,-79.60049,URBANO,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,10,MANANA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,MODELO,GUAYAS,GUAYAQUIL,-2.18013,-79.89731,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,FISICA,4,0,17,TARDE,OTRAS
ZONA 2,ORELLANA,ORELLANA LORETO,ORELLANA,FRANCISCO DE ORELLANA,-0.38735,-77.08772,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,ROBO DE MOTOS,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,21,NOCHE,OTRAS
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,QUEVEDO,-1.0096,-79.46626,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,22,HOMBRE,MULATO/A,SOLTERO,ECUADOR,NINGUNA,6,1,13,TARDE,OTRAS
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05186,-79.94513,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,3,MADRUGADA,OTRAS
ZONA 7,LOJA,ZAPOTILLO,LOJA,ZAPOTILLO,-4.38755,-80.2418,RURAL,TERRENO BALDIO,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,41,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 6,CANAR,AZOGUES,CANAR,AZOGUES,-2.73592,-78.85416,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,40,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,13,TARDE,OTRAS
ZONA 4,MANABI,PEDERNALES,MANABI,PEDERNALES,-0.05039,-80.14264,RURAL,MAR,PUBLICO,DELINCUENCIA COMUN,AMENAZA,21,HOMBRE,MONTUBIO/A,SOLTERO,ECUADOR,NINGUNA,5,1,8,MANANA,OTRAS
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.2661,-79.87884,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,48,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,20,NOCHE,OTRAS
ZONA 1,ESMERALDAS,QUININDE,ESMERALDAS,QUININDE,0.32213,-79.38427,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,35,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,14,TARDE,ARMA_BLANCA
ZONA 4,MANABI,CHONE,MANABI,CHONE,-0.76946,-80.03892,RURAL,FINCA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,3,MADRUGADA,ARMA_BLANCA
ZONA 1,IMBABURA,CIUDAD BLANCA,IMBABURA,SAN MIGUEL DE URCUQUI,0.37906,-78.22922,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,54,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,1,0,23,NOCHE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,EUGENIO ESPEJO,PICHINCHA,QUITO,-0.178543,-78.468931,URBANO,PARQUES Y PLAZAS,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,59,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,17,TARDE,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,QUEVEDO,-1.030372,-79.462232,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,23,NOCHE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ELOY ALFARO - ESM,ESMERALDAS,ELOY ALFARO,1.1929,-78.95233,RURAL,BOSQUE Y RESERVAS ECOLOGICAS,PUBLICO,DELINCUENCIA COMUN,AMENAZA,18,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,5,1,6,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,FLORIDA,GUAYAS,GUAYAQUIL,-2.1215,-79.92289,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),40,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,17,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.24544,-79.91916,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,18,NOCHE,ARMA_FUEGO
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.692,-79.61986,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_BLANCA
ZONA 7,EL ORO,SANTA ROSA,EL ORO,SANTA ROSA,-3.44616,-79.9474,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,85,MUJER,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,2,0,1,MADRUGADA,ARMA_CONTUNDENTE
ZONA 1,IMBABURA,CIUDAD BLANCA,IMBABURA,IBARRA,0.7888332999999988,-78.29378932999998,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,74,HOMBRE,MESTIZO/A,VIUDO,ECUADOR,NINGUNA,5,1,5,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,JUJAN SIMON BOLIVAR,GUAYAS,ALFREDO BAQUERIZO MORENO (JUJAN),-1.98315,-79.56928,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,22,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,10,MANANA,ARMA_BLANCA
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.29659,-78.56009,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,22,NOCHE,OTRAS
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.26174,-78.52351,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,25,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,3,0,19,NOCHE,ARMA_BLANCA
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.9508919999999988,-79.46344499999998,RURAL,FINCA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,47,HOMBRE,MESTIZO/A,EN UNION DE HECHO,ECUADOR,NINGUNA,1,0,21,NOCHE,ARMA_FUEGO
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.87179,-78.63115,RURAL,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,12,TARDE,OTRAS
ZONA 1,ESMERALDAS,ATACAMES,ESMERALDAS,ATACAMES,0.8628,-79.8457,URBANO,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,41,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,7,MANANA,ARMA_BLANCA
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.687087,-79.50673,RURAL,HACIENDAS,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,56,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,8,MANANA,ARMA_CONTUNDENTE
ZONA 6,CANAR,AZOGUES,CANAR,AZOGUES,-2.74682,-78.8713,RURAL,TERRENO BALDIO,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,QUININDE,ESMERALDAS,QUININDE,0.32951,-79.46561,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,17,MUJER,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,6,MANANA,OTRAS
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.97721,-79.65139,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,17,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,23,NOCHE,ARMA_BLANCA
ZONA 2,PICHINCHA,RUMINAHUI - MEJIA,PICHINCHA,RUMINAHUI,-0.37608,-78.45342,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,68,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,22,NOCHE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.08819,-79.95492,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,19,NOCHE,ARMA_BLANCA
ZONA 4,MANABI,CHONE,MANABI,CHONE,-0.46376,-80.11576,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),15,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,12,TARDE,ARMA_FUEGO
ZONA 1,ESMERALDAS,RIO VERDE,ESMERALDAS,RIOVERDE,1.04384,-79.28215,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.11052,-79.96211,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,22,NOCHE,OTRAS
ZONA 4,MANABI,PORTOVIEJO,MANABI,PORTOVIEJO,-1.07637,-80.49959,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,10,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,CEIBOS,GUAYAS,GUAYAQUIL,-2.17811,-79.94448,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),17,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,19,NOCHE,ARMA_FUEGO
ZONA 5,BOLIVAR,SAN MIGUEL,BOLIVAR,CHIMBO,-1.659218,-79.091525,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,59,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,2,0,18,NOCHE,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,VENTANAS,LOS RIOS,VENTANAS,-1.46444,-79.45947,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,52,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,17,TARDE,OTRAS
ZONA 7,LOJA,LOJA,LOJA,LOJA,-3.98186,-79.20213,RURAL,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,19,NOCHE,ARMA_BLANCA
ZONA 3,CHIMBORAZO,GUANO,CHIMBORAZO,PENIPE,-1.55034,-78.5004,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,84,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,22,NOCHE,ARMA_CONTUNDENTE
ZONA 1,CARCHI,TULCAN,CARCHI,TULCAN,0.81345,-77.73274,RURAL,QUEBRADAS,PUBLICO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,23,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,18,NOCHE,OTRAS
ZONA 5,LOS RIOS,PUEBLO VIEJO,LOS RIOS,PUEBLOVIEJO,-1.62861,-79.56708,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,16,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,19,NOCHE,ARMA_FUEGO
ZONA 3,TUNGURAHUA,AMBATO SUR,TUNGURAHUA,AMBATO,-1.24112,-78.6155,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.04748,-79.94515,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,18,NOCHE,OTRAS
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.206185,-78.901545,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,61,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,AUDITIVA,5,1,22,NOCHE,ARMA_CONTUNDENTE
ZONA 3,TUNGURAHUA,AMBATO NORTE,TUNGURAHUA,AMBATO,-1.23504,-78.603,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,37,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,1,0,1,MADRUGADA,ARMA_BLANCA
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.00414,-79.19355,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,3,0,11,MANANA,OTRAS
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.19117,-79.54738,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,57,HOMBRE,MONTUBIO/A,CASADO,ECUADOR,NINGUNA,2,0,23,NOCHE,OTRAS
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.07811,-79.93073,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,22,NOCHE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.18491,-79.84937,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,46,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,1,0,7,MANANA,ARMA_BLANCA
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO OESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.25325,-79.18117,URBANO,"FUNDACIONES, ASOCIACIONES Y ORGANIZACIONES",PRIVADO,VIOLENCIA COMUNITARIA,RINAS,42,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,INTELECTUAL,6,1,20,NOCHE,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.93632,-79.65023,URBANO,RIO,PUBLICO,DELINCUENCIA COMUN,ROBO DE CARROS,46,HOMBRE,AFRO,CASADO,ECUADOR,NINGUNA,0,0,20,NOCHE,ARMA_BLANCA
ZONA 1,ESMERALDAS,QUININDE,ESMERALDAS,QUININDE,0.54142,-79.26714,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,7,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,20,NOCHE,ARMA_BLANCA
ZONA 5,GUAYAS,EMPALME,GUAYAS,EL EMPALME,-1.05693,-79.57703,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,64,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,10,MANANA,ARMA_BLANCA
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.34938,-79.31205,RURAL,MAR,PUBLICO,DELINCUENCIA COMUN,AMENAZA,54,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,2,0,12,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.12093,-79.97001,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,44,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,9,MANANA,ARMA_CONTUNDENTE
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.25121042846754,-79.98778246343139,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,22,NOCHE,ARMA_FUEGO
ZONA 9,D.M. QUITO,MANUELA SAENZ,PICHINCHA,QUITO,-0.2129,-78.49307,URBANO,HOSPITALES,PRIVADO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.1865,-79.82808,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,19,NOCHE,ARMA_CONTUNDENTE
ZONA 7,LOJA,LOJA,LOJA,LOJA,-3.9985,-79.21084,URBANO,CASA/VILLA,PRIVADO,PSICOPATOLOGIAS,TRASTORNOS MENTALES,1,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,13,TARDE,OTRAS
ZONA 6,AZUAY,CUENCA SUR,AZUAY,CUENCA,-2.93463,-79.0054,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,46,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,11,MANANA,ARMA_BLANCA
ZONA 1,IMBABURA,VALLE DEL AMANECER,IMBABURA,ANTONIO ANTE,0.3555,-78.19681,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,0,MADRUGADA,ARMA_BLANCA
ZONA 1,ESMERALDAS,SAN LORENZO,ESMERALDAS,SAN LORENZO,0.903294113084434,-78.5444328558953,RURAL,BOSQUE Y RESERVAS ECOLOGICAS,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,45,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,23,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,VALENCIA,-0.94917,-79.35404,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,57,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,14,TARDE,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,MOCACHE,-1.08863,-79.54583,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,0,MADRUGADA,OTRAS
ZONA 1,SUCUMBIOS,SHUSHUFINDI,SUCUMBIOS,SHUSHUFINDI,-0.1744571984751019,-76.8238955768537,RURAL,NIGHT CLUBS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,8,MANANA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.28426,-79.87403,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,23,NOCHE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.9082035352665389,-79.6134299039841,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,30,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,11,MANANA,ARMA_FUEGO
ZONA 7,ZAMORA CHINCHIPE,YANTZAZA,ZAMORA CHINCHIPE,EL PANGUI,-3.69752,-78.55591,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,9,MANANA,ARMA_BLANCA
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.71853,-79.56369,RURAL,CANCHAS DE USO MULTIPLE,PUBLICO,DELINCUENCIA COMUN,AMENAZA,23,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,3,0,7,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.0694556531899506,-79.93323880440579,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,18,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,8,MANANA,ARMA_FUEGO
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO OESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.26123,-79.20027,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,5,MADRUGADA,OTRAS
ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,GUAYAS,GUAYAQUIL,-2.22259,-79.90924,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,22,NOCHE,ARMA_BLANCA
ZONA 1,CARCHI,TULCAN,CARCHI,TULCAN,0.76519,-77.72969,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,53,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,3,MADRUGADA,ARMA_FUEGO
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.26412,-79.96377,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,35,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,16,TARDE,OTRAS
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.14902,-79.46267,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,16,TARDE,ARMA_FUEGO
ZONA 9,D.M. QUITO,MANUELA SAENZ,PICHINCHA,QUITO,-0.23049,-78.5079,URBANO,IGLESIAS,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,45,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,14,TARDE,OTRAS
ZONA 5,GUAYAS,PEDRO CARBO,GUAYAS,ISIDRO AYORA,-1.87611,-80.13082,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,23,NOCHE,ARMA_BLANCA
