zona,subzona,distrito,provincia,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,presunta_motivacion,presun_motiva_observada,edad,sexo,etnia,estado_civil,nacionalidad,discapacidad,dia_semana,es_fin_semana,hora,franja_horaria,y
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.1207,-79.94998,URBANO,HOSPITALES,PRIVADO,DELINCUENCIA COMUN,SECUESTRO EXPRESS,89,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,1,0,15,TARDE,OTRAS
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.94423,-78.58914,RURAL,CEMENTERIOS,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,1,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,12,TARDE,ARMA_CONTUNDENTE
ZONA 6,AZUAY,PAUTE,AZUAY,GUACHAPALA,-2.774391,-78.712974,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,25,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,5,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,PUEBLO VIEJO,LOS RIOS,URDANETA,-1.57206,-79.41316,RURAL,LAGUNA - LAGO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,11,MANANA,OTRAS
ZONA 3,CHIMBORAZO,RIOBAMBA,CHIMBORAZO,RIOBAMBA,-1.63262,-78.68416,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,28,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,1,MADRUGADA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.09979,-79.96048,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,56,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,18,NOCHE,ARMA_FUEGO
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.957535,-80.73428099999998,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,20,NOCHE,ARMA_FUEGO
ZONA 3,CHIMBORAZO,ALAUSI,CHIMBORAZO,ALAUSI,-2.20726,-78.86375,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,75,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,AUDITIVA,0,0,0,MADRUGADA,ARMA_BLANCA
ZONA 1,IMBABURA,TIERRA DEL SOL,IMBABURA,COTACACHI,0.21839,-78.93146,RURAL,RIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,30,HOMBRE,OTROS,SOLTERO,ECUADOR,NINGUNA,3,0,0,MADRUGADA,ARMA_BLANCA
ZONA 7,LOJA,MACARA,LOJA,MACARA,-4.38499899999999,-79.940611,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,71,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,16,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PORTETE,GUAYAS,GUAYAQUIL,-2.21358899999999,-79.93368499999998,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),41,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,23,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.12734,-80.00135,URBANO,VIA PUBLICA,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,4,MADRUGADA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05139,-79.94489,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,3,MADRUGADA,ARMA_BLANCA
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.27675,-79.43553,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,7,MANANA,ARMA_BLANCA
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.96787,-79.6536,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,36,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,5,1,19,NOCHE,ARMA_FUEGO
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.349383,-79.312049,RURAL,MAR,PUBLICO,DELINCUENCIA COMUN,AMENAZA,42,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,15,TARDE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ATACAMES,ESMERALDAS,ATACAMES,0.8308889999999989,-79.89268699999998,RURAL,TRANSPORTE PUBLICO,PRIVADO,DELINCUENCIA COMUN,AMENAZA,47,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,21,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.16101,-79.83202,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,45,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,23,NOCHE,ARMA_FUEGO
ZONA 5,GUAYAS,SALITRE,GUAYAS,SALITRE,-1.83965,-79.81158,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,71,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,2,MADRUGADA,ARMA_BLANCA
ZONA 9,D.M. QUITO,EUGENIO ESPEJO,PICHINCHA,QUITO,-0.15213,-78.47242,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,9,MANANA,OTRAS
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.08785,-79.96632,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,24,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,22,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.89521,-79.49234,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,39,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,22,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.27318,-79.88828,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,20,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.270817,-79.875185,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,7,MANANA,ARMA_FUEGO
ZONA 5,GUAYAS,DAULE,GUAYAS,DAULE,-1.86252,-79.97622,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_FUEGO
ZONA 5,LOS RIOS,VENTANAS,LOS RIOS,VENTANAS,-1.45406,-79.45099,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,0,MADRUGADA,ARMA_BLANCA
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.331309,-78.53726899999998,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,36,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,7,MANANA,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.26319,-78.53223,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,31,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,3,MADRUGADA,ARMA_BLANCA
ZONA 2,PICHINCHA,RUMINAHUI - MEJIA,PICHINCHA,MEJIA,-0.366879,-78.540964,RURAL,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,45,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,21,NOCHE,ARMA_CONTUNDENTE
ZONA 1,SUCUMBIOS,SUCUMBIOS,SUCUMBIOS,CASCALES,0.17439,-77.12389,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,AFRO,CASADO,COLOMBIA,NINGUNA,6,1,22,NOCHE,ARMA_FUEGO
ZONA 2,PICHINCHA,RUMINAHUI - MEJIA,PICHINCHA,RUMINAHUI,-0.29957,-78.45942,URBANO,RESTAURANTE,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,16,TARDE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ELOY ALFARO - ESM,ESMERALDAS,ELOY ALFARO,1.08812,-78.98959999999998,URBANO,DISCOTECAS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,34,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,5,MADRUGADA,ARMA_FUEGO
ZONA 4,MANABI,MANTA,MANABI,JARAMIJO,-1.01971,-80.53935,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,6,MANANA,OTRAS
ZONA 7,EL ORO,PASAJE,EL ORO,PASAJE,-3.30910645404763,-79.8532998561859,RURAL,HACIENDAS,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,9,MANANA,ARMA_FUEGO
ZONA 7,EL ORO,SANTA ROSA,EL ORO,SANTA ROSA,-3.44058,-79.94964,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,40,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,11,MANANA,ARMA_CONTUNDENTE
ZONA 4,MANABI,PEDERNALES,MANABI,PEDERNALES,0.142579,-79.977524,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,30,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,17,TARDE,ARMA_FUEGO
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.24521,-79.96955,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),45,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,21,NOCHE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.26391,-79.88422,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,4,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,10,MANANA,ARMA_BLANCA
ZONA 3,TUNGURAHUA,AMBATO NORTE,TUNGURAHUA,AMBATO,-1.20776,-78.5726,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,46,MUJER,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,4,0,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.6624,-79.57388,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,65,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,6,MANANA,ARMA_BLANCA
ZONA 1,CARCHI,TULCAN,CARCHI,TULCAN,0.93366,-78.19084,RURAL,TERRENO BALDIO,PUBLICO,VIOLENCIA COMUNITARIA,EMOCIONAL,17,HOMBRE,MESTIZO/A,SOLTERO,COLOMBIA,NINGUNA,1,0,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.27376,-78.52672,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,62,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,0,0,8,MANANA,OTRAS
ZONA 1,CARCHI,TULCAN,CARCHI,TULCAN,0.83125,-77.70915,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,38,HOMBRE,MESTIZO/A,EN UNION DE HECHO,VENEZUELA,NINGUNA,5,1,7,MANANA,ARMA_BLANCA
ZONA 6,AZUAY,CUENCA SUR,AZUAY,CUENCA,-2.93452,-79.00478,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,11,MANANA,ARMA_BLANCA
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.28723,-79.4656,RURAL,TERRENO BALDIO,PUBLICO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,15,TARDE,ARMA_FUEGO
ZONA 3,PASTAZA,PASTAZA,PASTAZA,PASTAZA,-1.493239,-77.98948699999998,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO DE CARROS,44,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,8,MANANA,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,NANEGAL,PICHINCHA,QUITO,0.06545,-78.68248,URBANO,COVACHA/CHOZA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,FISICA,6,1,2,MADRUGADA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.09195,-79.90586,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 4,MANABI,PORTOVIEJO,MANABI,PORTOVIEJO,-1.01738,-80.38606,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,42,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,3,0,15,TARDE,OTRAS
ZONA 6,MORONA SANTIAGO,MENDEZ,MORONA SANTIAGO,TIWINTZA,-3.04843,-78.00544,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,33,HOMBRE,INDIGENA,CASADO,ECUADOR,NINGUNA,6,1,9,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.1857,-79.84007,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,29,MUJER,MESTIZO/A,CASADO,ECUADOR,AUDITIVA,2,0,12,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.13041,-80.01741,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,45,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,22,NOCHE,OTRAS
ZONA 3,PASTAZA,PASTAZA,PASTAZA,PASTAZA,-1.49581,-78.01288,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,42,HOMBRE,INDIGENA,SOLTERO,ECUADOR,NINGUNA,1,0,18,NOCHE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.06380499999999,-79.925634,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,0,0,5,MADRUGADA,ARMA_FUEGO
ZONA 9,D.M. QUITO,EUGENIO ESPEJO,PICHINCHA,QUITO,-0.15317,-78.46024,URBANO,BODEGAS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,21,NOCHE,OTRAS
ZONA 5,GALAPAGOS,GALAPAGOS,GALAPAGOS,SANTA CRUZ,-0.6393592,-90.3371889,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,32,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,18,NOCHE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,MANUELA SAENZ,PICHINCHA,QUITO,-0.20598,-78.49978,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,53,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,3,0,19,NOCHE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05309,-79.9436,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,48,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,8,MANANA,OTRAS
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.13149899999999,-79.592591,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.09427,-79.92543,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,13,TARDE,ARMA_FUEGO
ZONA 5,GUAYAS,NARANJITO MARCELINO MARIDUENA,GUAYAS,NARANJITO,-2.14676,-79.44581,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,8,MANANA,ARMA_BLANCA
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.27622,-79.43389,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,9,MANANA,ARMA_BLANCA
ZONA 9,D.M. QUITO,CALDERON,PICHINCHA,QUITO,-0.08172,-78.41136,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,31,MUJER,MESTIZO/A,SOLTERO,VENEZUELA,NINGUNA,6,1,19,NOCHE,ARMA_BLANCA
ZONA 6,AZUAY,CUENCA NORTE,AZUAY,CUENCA,-2.88778,-78.96309,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,3,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,19,NOCHE,OTRAS
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.10673,-79.96891,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,44,HOMBRE,OTROS,SOLTERO,ECUADOR,NINGUNA,1,0,17,TARDE,ARMA_BLANCA
ZONA 7,EL ORO,HUAQUILLAS,EL ORO,ARENILLAS,-3.59926,-80.18336999999998,RURAL,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,ROBO DE CARROS,42,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,5,1,15,TARDE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.30524,-78.53326,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,18,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.9958,-80.74165,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,2,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.2478527907422,-79.8906630277634,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,13,TARDE,ARMA_FUEGO
ZONA 5,SANTA ELENA,LIBERTAD SALINAS,SANTA ELENA,LA LIBERTAD,-2.23401638671363,-80.8977777960536,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,13,TARDE,ARMA_FUEGO
ZONA 9,D.M. QUITO,LOS CHILLOS,PICHINCHA,QUITO,-0.34739,-78.48268,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,45,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,21,NOCHE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.12614,-80.00158,URBANO,HOSPITALES,PRIVADO,DELINCUENCIA COMUN,AMENAZA,43,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,12,TARDE,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,DAULE,GUAYAS,NOBOL,-1.94898986816406,-80.0143127441406,RURAL,FINCA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,10,MANANA,ARMA_FUEGO
ZONA 4,MANABI,BOLIVAR JUNIN,MANABI,BOLIVAR,-0.86718,-80.1145,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,7,MANANA,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.914497883492624,-79.69161629676819,URBANO,HOSPITALES,PRIVADO,DELINCUENCIA COMUN,VIOLACION SEXUAL (DESCONOCIDO),53,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,9,MANANA,ARMA_CONTUNDENTE
ZONA 2,ORELLANA,LA JOYA DE LOS SACHAS,ORELLANA,LA JOYA DE LOS SACHAS,-0.28224,-76.86176,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,15,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,3,MADRUGADA,ARMA_BLANCA
ZONA 3,COTOPAXI,PANGUA,COTOPAXI,PANGUA,-1.18437,-79.01171,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,34,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,3,0,8,MANANA,OTRAS
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.2641,-79.96379,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,18,NOCHE,OTRAS
ZONA 7,LOJA,MACARA,LOJA,MACARA,-4.38612,-79.79092,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,67,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,9,MANANA,OTRAS
ZONA 8,D.M. GUAYAQUIL,PORTETE,GUAYAS,GUAYAQUIL,-2.21579,-79.92944,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,21,NOCHE,OTRAS
ZONA 5,GUAYAS,SALITRE,GUAYAS,SALITRE,-1.834813,-79.829605,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO DE MOTOS,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,10,MANANA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,DAULE,GUAYAS,DAULE,-2.02655,-79.92296,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,DEUDAS,33,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,2,0,19,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.54852,-79.39826,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,41,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,22,NOCHE,ARMA_BLANCA
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.8970949999999989,-79.70809,URBANO,RESTAURANTE,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,43,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,PEDRO CARBO,GUAYAS,PEDRO CARBO,-1.84543867699634,-80.2208343745588,RURAL,PARQUES Y PLAZAS,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,51,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,8,MANANA,ARMA_CONTUNDENTE
